0.000000 0.015790 6313.267994
1.000000 0.016816 6312.670519
2.000000 0.016260 6312.462013
3.000000 0.016671 6312.308300
4.000000 0.016651 6312.221481
5.000000 0.016421 6312.137676
6.000000 0.016360 6312.070702
7.000000 0.016220 6312.028366
8.000000 0.016596 6311.972822
9.000000 0.017267 6311.931452
10.000000 0.016741 6311.899872
11.000000 0.016235 6311.868872
12.000000 0.016496 6311.833685
13.000000 0.016375 6311.818949
14.000000 0.016996 6311.793333
15.000000 0.016716 6311.767347
16.000000 0.016556 6311.780848
17.000000 0.016360 6311.755669
18.000000 0.016220 6311.746765
19.000000 0.016651 6311.724937
20.000000 0.016566 6311.717756
21.000000 0.016095 6311.710691
22.000000 0.016345 6311.704992
23.000000 0.016536 6311.680365
24.000000 0.016656 6311.665468
25.000000 0.015975 6311.682768
26.000000 0.016451 6311.680187
27.000000 0.016280 6311.660217
28.000000 0.017011 6311.676655
29.000000 0.016085 6311.668806
30.000000 0.016015 6311.676638
31.000000 0.016886 6311.660563
32.000000 0.016606 6311.661787
33.000000 0.016426 6311.667730
34.000000 0.016631 6311.669899
35.000000 0.016035 6311.687120
36.000000 0.017207 6311.678637
37.000000 0.016385 6311.686430
38.000000 0.016330 6311.698864
39.000000 0.016005 6311.723505
40.000000 0.016651 6311.696514
41.000000 0.016731 6311.733658
42.000000 0.016596 6311.741610
43.000000 0.016806 6311.738962
44.000000 0.016090 6311.777504
45.000000 0.015830 6311.792061
46.000000 0.016070 6311.805496
47.000000 0.016471 6311.826710
48.000000 0.016806 6311.863886
49.000000 0.015860 6311.883125
50.000000 0.017051 6311.889393
51.000000 0.015815 6311.947889
52.000000 0.016511 6311.982338
53.000000 0.015610 6312.022686
54.000000 0.016025 6312.086870
55.000000 0.016215 6312.145731
56.000000 0.015940 6312.220898
57.000000 0.016035 6312.329779
58.000000 0.015554 6312.467722
59.000000 0.016360 6312.706097
60.000000 0.016050 6313.291157
