0.000000 0.000000 0.000000
1.000000 0.000000 0.000000
2.000000 0.000000 0.000000
3.000000 0.000000 0.000000
4.000000 0.000000 0.000000
5.000000 0.021504 71534.632692
6.000000 0.021384 71537.362852
7.000000 0.018930 71540.188330
8.000000 0.019259 71542.673367
9.000000 0.019356 71544.924744
10.000000 0.019355 71546.950829
11.000000 0.019395 71548.724609
12.000000 0.019437 71550.333591
13.000000 0.019461 71551.786140
14.000000 0.019471 71553.085403
15.000000 0.019530 71554.257803
16.000000 0.019510 71555.311878
17.000000 0.019499 71556.253746
18.000000 0.019519 71557.109394
19.000000 0.019477 71557.868933
20.000000 0.019509 71558.555155
21.000000 0.019484 71559.155046
22.000000 0.019491 71559.684254
23.000000 0.019491 71560.142004
24.000000 0.019498 71560.529989
25.000000 0.019504 71560.854986
26.000000 0.019504 71561.114719
27.000000 0.019504 71561.314877
28.000000 0.019512 71561.458220
29.000000 0.019509 71561.542540
30.000000 0.019513 71561.570538
31.000000 0.019503 71561.541489
32.000000 0.019498 71561.455730
33.000000 0.019500 71561.314318
34.000000 0.019497 71561.114553
35.000000 0.019500 71560.854343
36.000000 0.019501 71560.531345
37.000000 0.019500 71560.142193
38.000000 0.019495 71559.686642
39.000000 0.019495 71559.158199
40.000000 0.019474 71558.551615
41.000000 0.019483 71557.867001
42.000000 0.019490 71557.107548
43.000000 0.019502 71556.253162
44.000000 0.019493 71555.305302
45.000000 0.019494 71554.247070
46.000000 0.019506 71553.081118
47.000000 0.019466 71551.790028
48.000000 0.019486 71550.346085
49.000000 0.019453 71548.736612
50.000000 0.019352 71546.948921
51.000000 0.019505 71544.952251
52.000000 0.019165 71542.654799
53.000000 0.019044 71540.200060
54.000000 0.021426 71537.403769
55.000000 0.021567 71534.638729
56.000000 0.000000 0.000000
57.000000 0.000000 0.000000
58.000000 0.000000 0.000000
59.000000 0.000000 0.000000
60.000000 0.000000 0.000000
