0.000000 0.015135 37331.045193
1.000000 0.015654 37338.448681
2.000000 0.015832 37343.158092
3.000000 0.015841 37346.760164
4.000000 0.016372 37350.044567
5.000000 0.016468 37353.280783
6.000000 0.016498 37352.962307
7.000000 0.016440 37352.826176
8.000000 0.016468 37352.743622
9.000000 0.016453 37352.681559
10.000000 0.016453 37352.636341
11.000000 0.016482 37352.599548
12.000000 0.016461 37352.569233
13.000000 0.016466 37352.540295
14.000000 0.016468 37352.521114
15.000000 0.016490 37352.503307
16.000000 0.016465 37352.485441
17.000000 0.016485 37352.471325
18.000000 0.016471 37352.458570
19.000000 0.016474 37352.448050
20.000000 0.016483 37352.439615
21.000000 0.016450 37352.429079
22.000000 0.016466 37352.423307
23.000000 0.016481 37352.418367
24.000000 0.016473 37352.410223
25.000000 0.016497 37352.409153
26.000000 0.016485 37352.404119
27.000000 0.016491 37352.402021
28.000000 0.016483 37352.398148
29.000000 0.016491 37352.399855
30.000000 0.016491 37352.398373
31.000000 0.016511 37352.400248
32.000000 0.016494 37352.400360
33.000000 0.016483 37352.401535
34.000000 0.016473 37352.404518
35.000000 0.016497 37352.406752
36.000000 0.016486 37352.411324
37.000000 0.016482 37352.417385
38.000000 0.016487 37352.420898
39.000000 0.016502 37352.430357
40.000000 0.016506 37352.441525
41.000000 0.016500 37352.447174
42.000000 0.016502 37352.458122
43.000000 0.016515 37352.473965
44.000000 0.016497 37352.488846
45.000000 0.016539 37352.505737
46.000000 0.016534 37352.525723
47.000000 0.016507 37352.544687
48.000000 0.016517 37352.571787
49.000000 0.016529 37352.602732
50.000000 0.016515 37352.639416
51.000000 0.016519 37352.684389
52.000000 0.016481 37352.742176
53.000000 0.016510 37352.828451
54.000000 0.016473 37352.961422
55.000000 0.016488 37353.285549
56.000000 0.016559 37350.046692
57.000000 0.016523 37346.771952
58.000000 0.016322 37343.187511
59.000000 0.015522 37338.502155
60.000000 0.015360 37331.060278
