0.000000 0.014999 6325.710785
1.000000 0.015324 6327.526136
2.000000 0.016015 6328.614958
3.000000 0.017617 6329.387037
4.000000 0.016641 6329.970768
5.000000 0.015675 6330.425806
6.000000 0.016110 6330.803734
7.000000 0.015514 6331.132231
8.000000 0.016571 6331.388721
9.000000 0.016561 6331.609459
10.000000 0.016390 6331.808449
11.000000 0.015890 6331.980953
12.000000 0.016441 6332.133266
13.000000 0.017332 6332.262699
14.000000 0.016641 6332.380680
15.000000 0.016451 6332.480957
16.000000 0.016095 6332.573656
17.000000 0.016250 6332.652111
18.000000 0.016055 6332.733740
19.000000 0.016230 6332.797829
20.000000 0.016110 6332.852581
21.000000 0.016365 6332.904131
22.000000 0.016901 6332.945080
23.000000 0.016491 6332.979076
24.000000 0.016751 6333.006516
25.000000 0.016961 6333.045834
26.000000 0.016320 6333.059578
27.000000 0.016581 6333.078812
28.000000 0.016936 6333.088987
29.000000 0.016861 6333.092289
30.000000 0.016561 6333.094013
31.000000 0.016776 6333.094149
32.000000 0.016290 6333.091873
33.000000 0.016245 6333.077463
34.000000 0.016541 6333.056332
35.000000 0.016721 6333.038853
36.000000 0.015910 6333.018597
37.000000 0.016205 6332.978479
38.000000 0.016746 6332.935961
39.000000 0.016461 6332.910141
40.000000 0.015630 6332.859749
41.000000 0.016250 6332.807190
42.000000 0.016586 6332.727865
43.000000 0.017232 6332.649925
44.000000 0.016856 6332.576723
45.000000 0.016586 6332.482367
46.000000 0.017101 6332.386250
47.000000 0.016686 6332.263124
48.000000 0.015870 6332.142017
49.000000 0.017512 6331.979748
50.000000 0.017342 6331.811375
51.000000 0.017487 6331.601202
52.000000 0.017552 6331.397133
53.000000 0.016616 6331.130560
54.000000 0.015429 6330.804115
55.000000 0.015630 6330.459698
56.000000 0.014984 6330.007746
57.000000 0.015079 6329.414974
58.000000 0.015324 6328.656317
59.000000 0.017667 6327.551321
60.000000 0.015049 6325.769165
